datetime,log_type,item,amount,change_detail,balance_before,balance_after,inventory_after,item_stock_after
2025-01-02 07:26:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 50, ""5000"": 50, ""1000"": 59, ""500"": 42, ""100"": 28, ""50"": 44, ""10"": 34, ""5"": 50, ""1"": 50}","{""Water"": 5, ""Tea"": 2, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 4}"
2025-01-02 10:43:00,deposit,-,500,{},0,0,"{""10000"": 50, ""5000"": 50, ""1000"": 59, ""500"": 43, ""100"": 28, ""50"": 44, ""10"": 34, ""5"": 50, ""1"": 50}","{""Water"": 5, ""Tea"": 2, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 4}"
2025-01-02 12:33:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 50, ""5000"": 50, ""1000"": 60, ""500"": 42, ""100"": 25, ""50"": 43, ""10"": 33, ""5"": 50, ""1"": 50}","{""Water"": 5, ""Tea"": 2, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 4}"
2025-01-02 13:57:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 50, ""5000"": 50, ""1000"": 61, ""500"": 41, ""100"": 22, ""50"": 43, ""10"": 29, ""5"": 50, ""1"": 50}","{""Water"": 5, ""Tea"": 2, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-01-02 16:00:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-01-02 17:19:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 97, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-01-02 18:04:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 102, ""500"": 98, ""100"": 93, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-01-02 20:56:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 98, ""100"": 93, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-01-02 21:42:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 104, ""500"": 97, ""100"": 90, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 3}"
2025-01-02 22:07:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 105, ""500"": 96, ""100"": 87, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 2}"
2025-01-02 22:40:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 106, ""500"": 95, ""100"": 84, ""50"": 99, ""10"": 98, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 2}"
2025-01-03 01:32:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 107, ""500"": 94, ""100"": 81, ""50"": 99, ""10"": 98, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 1}"
2025-01-03 02:21:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 108, ""500"": 93, ""100"": 78, ""50"": 98, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 1}"
2025-01-03 03:20:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 109, ""500"": 92, ""100"": 74, ""50"": 98, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 1}"
2025-01-03 04:24:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 110, ""500"": 91, ""100"": 71, ""50"": 98, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 0}"
2025-01-03 07:04:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 111, ""500"": 90, ""100"": 68, ""50"": 98, ""10"": 93, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 0}"
2025-01-03 08:26:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 112, ""500"": 89, ""100"": 65, ""50"": 98, ""10"": 91, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 0}"
2025-01-03 11:42:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 113, ""500"": 88, ""100"": 62, ""50"": 97, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 0}"
2025-01-03 13:49:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 114, ""500"": 87, ""100"": 59, ""50"": 96, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 4, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 0}"
2025-01-03 14:13:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 115, ""500"": 86, ""100"": 56, ""50"": 95, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 3, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 0}"
2025-01-03 17:17:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 116, ""500"": 85, ""100"": 52, ""50"": 95, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 3, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 0}"
2025-01-03 20:04:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 117, ""500"": 84, ""100"": 49, ""50"": 95, ""10"": 88, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 3, ""Orange"": 5, ""Cocoa"": 2, ""Monster"": 0}"
2025-01-03 22:39:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 118, ""500"": 83, ""100"": 46, ""50"": 95, ""10"": 84, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 3, ""Orange"": 4, ""Cocoa"": 2, ""Monster"": 0}"
2025-01-04 01:34:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 119, ""500"": 82, ""100"": 43, ""50"": 95, ""10"": 80, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 3, ""Orange"": 3, ""Cocoa"": 2, ""Monster"": 0}"
2025-01-04 04:28:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 120, ""500"": 81, ""100"": 40, ""50"": 94, ""10"": 78, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 3, ""Orange"": 3, ""Cocoa"": 2, ""Monster"": 0}"
2025-01-04 05:13:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 121, ""500"": 80, ""100"": 36, ""50"": 94, ""10"": 78, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 3, ""Orange"": 3, ""Cocoa"": 2, ""Monster"": 0}"
2025-01-04 07:35:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 122, ""500"": 79, ""100"": 33, ""50"": 94, ""10"": 76, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 3, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-04 08:35:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 123, ""500"": 78, ""100"": 30, ""50"": 93, ""10"": 75, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 3, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-04 10:26:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 124, ""500"": 77, ""100"": 27, ""50"": 92, ""10"": 75, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 2, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-04 13:43:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 125, ""500"": 76, ""100"": 24, ""50"": 91, ""10"": 73, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 2, ""Cider"": 3, ""Cola"": 2, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-04 16:36:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 126, ""500"": 75, ""100"": 21, ""50"": 90, ""10"": 73, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 2, ""Cider"": 3, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-04 19:15:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 127, ""500"": 74, ""100"": 18, ""50"": 89, ""10"": 71, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 1, ""Cider"": 3, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-04 21:21:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 128, ""500"": 73, ""100"": 15, ""50"": 88, ""10"": 70, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 1, ""Cider"": 2, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-04 21:38:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 129, ""500"": 72, ""100"": 12, ""50"": 87, ""10"": 67, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 2, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-04 23:24:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 130, ""500"": 71, ""100"": 9, ""50"": 86, ""10"": 64, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 2, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-05 00:17:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 131, ""500"": 70, ""100"": 6, ""50"": 85, ""10"": 63, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 1, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-05 02:24:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 132, ""500"": 69, ""100"": 2, ""50"": 85, ""10"": 63, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 1, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-05 04:33:00,deposit,-,500,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 132, ""500"": 70, ""100"": 2, ""50"": 85, ""10"": 63, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 1, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 1, ""Monster"": 0}"
2025-01-05 05:22:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 133, ""500"": 69, ""100"": -1, ""50"": 85, ""10"": 61, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 1, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-05 08:42:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 134, ""500"": 68, ""100"": -4, ""50"": 84, ""10"": 60, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-05 09:45:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 135, ""500"": 68, ""100"": -4, ""50"": 84, ""10"": 60, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-05 11:48:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 136, ""500"": 67, ""100"": -7, ""50"": 84, ""10"": 56, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 1, ""Orange"": 2, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-05 14:33:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 137, ""500"": 66, ""100"": -10, ""50"": 84, ""10"": 52, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 1, ""Orange"": 1, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-05 16:54:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 138, ""500"": 66, ""100"": -10, ""50"": 84, ""10"": 52, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 1, ""Orange"": 1, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-05 17:52:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 139, ""500"": 66, ""100"": -10, ""50"": 84, ""10"": 52, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 1, ""Orange"": 1, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-05 21:04:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 140, ""500"": 65, ""100"": -13, ""50"": 83, ""10"": 52, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 0, ""Orange"": 1, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-06 00:21:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 141, ""500"": 64, ""100"": -16, ""50"": 82, ""10"": 49, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 0, ""Orange"": 1, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-06 01:59:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 142, ""500"": 63, ""100"": -19, ""50"": 82, ""10"": 45, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 0, ""Orange"": 0, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-06 03:56:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 143, ""500"": 63, ""100"": -19, ""50"": 82, ""10"": 45, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 0, ""Orange"": 0, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-06 06:38:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 144, ""500"": 62, ""100"": -22, ""50"": 81, ""10"": 42, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 0, ""Coffee"": 1, ""Cider"": 0, ""Cola"": 0, ""Orange"": 0, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-06 08:16:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 145, ""500"": 61, ""100"": -25, ""50"": 80, ""10"": 40, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 0, ""Coffee"": 0, ""Cider"": 0, ""Cola"": 0, ""Orange"": 0, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-06 08:53:00,deposit,-,500,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 145, ""500"": 62, ""100"": -25, ""50"": 80, ""10"": 40, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 0, ""Coffee"": 0, ""Cider"": 0, ""Cola"": 0, ""Orange"": 0, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-06 09:11:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 146, ""500"": 62, ""100"": -25, ""50"": 80, ""10"": 40, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 0, ""Coffee"": 0, ""Cider"": 0, ""Cola"": 0, ""Orange"": 0, ""Cocoa"": 0, ""Monster"": 0}"
2025-01-06 11:11:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-01-06 11:33:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 97, ""50"": 99, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
